customerID,Churn_Probability,Churn_Probability_%,Risk_Category
7590-VHVEG,0.37001783801155774,37.001783801155774,Medium Risk
5575-GNVDE,0.08911692851228672,8.911692851228672,Low Risk
3668-QPYBK,0.511395373861529,51.1395373861529,Medium Risk
7795-CFOCW,0.016482072391503632,1.6482072391503633,Low Risk
9237-HQITU,0.6600224322875703,66.00224322875702,High Risk
9305-CDSKC,0.8088473566782365,80.88473566782365,High Risk
1452-KIOVK,0.5141637102289325,51.416371022893244,Medium Risk
6713-OKOMC,0.2451586923977665,24.51586923977665,Low Risk
7892-POOKP,0.6202180487580522,62.021804875805216,High Risk
6388-TABGU,0.024986025924516764,2.498602592451676,Low Risk
9763-GRSKD,0.282606412667347,28.260641266734698,Low Risk
7469-LKBCI,0.0016338647395280834,0.16338647395280834,Low Risk
8091-TTVAX,0.1711256126572344,17.11256126572344,Low Risk
0280-XJGEX,0.5680913664204545,56.80913664204545,Medium Risk
5129-JLPIS,0.36340301954464654,36.34030195446466,Medium Risk
3655-SNQYZ,0.0028636588578209855,0.28636588578209854,Low Risk
8191-XWSZG,0.02618971415167404,2.618971415167404,Low Risk
9959-WOFKT,0.0037625194304229575,0.37625194304229576,Low Risk
4190-MFLUW,0.19956312486298583,19.956312486298582,Low Risk
4183-MYFRB,0.5564649150095696,55.64649150095696,Medium Risk
8779-QRDMV,0.6389120593804407,63.891205938044074,High Risk
1680-VDCWW,0.03652146066651637,3.6521460666516368,Low Risk
1066-JKSGK,0.17990763293162448,17.99076329316245,Low Risk
3638-WEABW,0.0025550715074954392,0.25550715074954394,Low Risk
6322-HRPFA,0.04609474793996507,4.609474793996507,Low Risk
6865-JZNKO,0.16863485693225708,16.86348569322571,Low Risk
6467-CHFZW,0.6220035661948825,62.200356619488254,High Risk
8665-UTDHZ,0.40989147566143036,40.98914756614304,Medium Risk
5248-YGIJN,0.0020623401613310346,0.20623401613310346,Low Risk
8773-HHUOZ,0.6842481059955768,68.42481059955769,High Risk
3841-NFECX,0.0026600673612099048,0.26600673612099046,Low Risk
4929-XIHVW,0.6513127570828627,65.13127570828627,High Risk
6827-IEAUQ,0.06626552016982162,6.626552016982163,Low Risk
7310-EGVHZ,0.10051238332953127,10.051238332953128,Low Risk
3413-BMNZE,0.3565738261604519,35.65738261604519,Medium Risk
6234-RAAPL,0.0016152343611385434,0.16152343611385434,Low Risk
6047-YHPVI,0.5802824305115758,58.02824305115758,Medium Risk
6572-ADKRS,0.27114538492930834,27.114538492930834,Low Risk
5380-WJKOV,0.6603378918265635,66.03378918265635,High Risk
8168-UQWWF,0.7382376444474559,73.82376444474559,High Risk
8865-TNMNX,0.21127321284007386,21.127321284007387,Low Risk
9489-DEDVP,0.002493128004614617,0.2493128004614617,Low Risk
9867-JCZSP,0.05600712949896546,5.600712949896546,Low Risk
4671-VJLCL,0.0020143759878706166,0.20143759878706166,Low Risk
4080-IIARD,0.2810254443789394,28.10254443789394,Low Risk
3714-NTNFO,0.4298230206811051,42.98230206811051,Medium Risk
5948-UJZLF,0.4358338370030673,43.58338370030673,Medium Risk
7760-OYPDY,0.717856131849141,71.7856131849141,High Risk
7639-LIAYI,0.002825535317490063,0.2825535317490063,Low Risk
2954-PIBKO,0.0010706382004534811,0.10706382004534812,Low Risk
8012-SOUDQ,0.5423132387037033,54.23132387037033,Medium Risk
9420-LOJKX,0.5672152145210925,56.72152145210924,Medium Risk
6575-SUVOI,0.2182280613479891,21.82280613479891,Low Risk
7495-OOKFY,0.6426290003982231,64.26290003982231,High Risk
4667-QONEA,0.04715265008964399,4.7152650089643995,Low Risk
1658-BYGOY,0.7932880298108324,79.32880298108323,High Risk
8769-KKTPH,0.11857154305564387,11.857154305564386,Low Risk
5067-XJQFU,0.20631869770499323,20.63186977049932,Low Risk
3957-SQXML,0.0013010623981250546,0.13010623981250546,Low Risk
5954-BDFSG,0.005726372795897776,0.5726372795897776,Low Risk
0434-CSFON,0.5200005364926208,52.00005364926208,Medium Risk
1215-FIGMP,0.2834674634826388,28.346746348263878,Low Risk
0526-SXDJP,0.0007222442145814487,0.07222442145814487,Low Risk
0557-ASKVU,0.09823077669033106,9.823077669033106,Low Risk
